src_ip,dst_ip,protocol,packet_size,timestamp
192.168.137.114,20.52.64.200,6.0,54.0,1762230500.92398
192.168.137.114,20.52.64.200,6.0,571.0,1762230500.924949
20.52.64.200,192.168.137.114,6.0,54.0,1762230501.049238
20.52.64.200,192.168.137.114,6.0,153.0,1762230501.128976
192.168.137.114,20.52.64.200,6.0,396.0,1762230501.131433
20.52.64.200,192.168.137.114,6.0,4434.0,1762230501.299072
20.52.64.200,192.168.137.114,6.0,165.0,1762230501.299072
192.168.137.114,20.52.64.200,6.0,54.0,1762230501.299331
192.168.137.114,20.52.64.200,6.0,1494.0,1762230501.304317
192.168.137.114,20.52.64.200,6.0,1494.0,1762230501.304317
192.168.137.114,20.52.64.200,6.0,560.0,1762230501.304317
20.52.64.200,192.168.137.114,6.0,54.0,1762230501.457575
20.52.64.200,192.168.137.114,6.0,157.0,1762230501.467161
20.52.64.200,192.168.137.114,6.0,518.0,1762230501.485039
192.168.137.114,20.52.64.200,6.0,54.0,1762230501.48516
192.168.137.114,20.52.64.200,6.0,78.0,1762230501.486433
192.168.137.114,20.52.64.200,6.0,54.0,1762230501.48689
20.52.64.200,192.168.137.114,6.0,54.0,1762230501.640057
192.168.137.114,192.168.29.146,17.0,87.0,1762230503.325224
172.217.24.106,192.168.137.114,17.0,120.0,1762230503.345388
172.217.24.106,192.168.137.114,17.0,120.0,1762230503.345388
172.217.24.106,192.168.137.114,17.0,120.0,1762230503.345388
23.48.32.204,192.168.137.114,17.0,73.0,1762230503.345388
192.168.137.114,172.217.24.106,17.0,75.0,1762230503.345791
192.168.137.114,172.217.24.106,17.0,77.0,1762230503.34614
192.168.137.114,23.48.32.204,17.0,74.0,1762230503.373004
3.33.221.48,192.168.137.114,6.0,93.0,1762230503.480654
192.168.137.114,3.33.221.48,6.0,83.0,1762230503.483453
3.33.221.48,192.168.137.114,6.0,54.0,1762230503.607216
192.168.137.114,142.251.221.174,17.0,444.0,1762230503.876295
192.168.137.114,142.250.182.67,17.0,1292.0,1762230503.877681
192.168.137.114,142.250.182.67,17.0,1292.0,1762230503.877743
192.168.137.114,142.250.182.67,17.0,1292.0,1762230503.877775
192.168.137.114,142.250.182.67,17.0,124.0,1762230503.877992
192.168.137.114,142.250.182.67,17.0,972.0,1762230503.878351
142.251.221.174,192.168.137.114,17.0,71.0,1762230503.914922
142.250.182.67,192.168.137.114,17.0,82.0,1762230503.914922
142.250.182.67,192.168.137.114,17.0,82.0,1762230503.922068
142.250.182.67,192.168.137.114,17.0,1292.0,1762230503.922068
142.250.182.67,192.168.137.114,17.0,1292.0,1762230503.922068
192.168.137.114,142.251.221.174,17.0,75.0,1762230503.922516
142.250.182.67,192.168.137.114,17.0,1292.0,1762230503.936755
142.250.182.67,192.168.137.114,17.0,351.0,1762230503.936755
142.250.182.67,192.168.137.114,17.0,983.0,1762230503.936755
142.250.182.67,192.168.137.114,17.0,68.0,1762230503.936755
142.250.182.67,192.168.137.114,17.0,66.0,1762230503.936755
142.250.182.67,192.168.137.114,17.0,64.0,1762230503.936755
192.168.137.114,142.250.182.67,17.0,120.0,1762230503.938141
192.168.137.114,142.250.182.67,17.0,73.0,1762230503.938574
192.168.137.114,142.250.182.67,17.0,73.0,1762230503.938773
142.250.182.67,192.168.137.114,17.0,577.0,1762230503.955919
142.250.182.67,192.168.137.114,17.0,65.0,1762230503.955919
192.168.137.114,142.250.182.67,17.0,77.0,1762230503.956476
142.250.182.67,192.168.137.114,17.0,162.0,1762230503.956574
142.250.182.67,192.168.137.114,17.0,65.0,1762230503.98868
192.168.137.114,142.250.182.67,17.0,73.0,1762230503.989183
23.48.32.204,192.168.137.114,17.0,66.0,1762230504.166033
142.251.221.174,192.168.137.114,17.0,1278.0,1762230504.187402
192.168.137.114,142.251.221.174,17.0,79.0,1762230504.192205
192.168.137.114,23.48.32.204,17.0,74.0,1762230504.200883
142.251.221.174,192.168.137.114,17.0,67.0,1762230504.250918
192.168.137.114,192.168.29.146,17.0,120.0,1762230504.32638
192.168.137.114,192.168.29.146,17.0,85.0,1762230504.326695
192.168.137.114,142.250.183.170,17.0,71.0,1762230507.488158
142.250.183.170,192.168.137.114,17.0,66.0,1762230507.567058
23.48.32.202,192.168.137.114,6.0,86.0,1762230508.3631
23.48.32.209,192.168.137.114,6.0,86.0,1762230508.3631
192.168.137.114,23.48.32.202,6.0,90.0,1762230508.36365
192.168.137.114,23.48.32.209,6.0,90.0,1762230508.363778
23.48.32.209,192.168.137.114,6.0,54.0,1762230508.522747
23.48.32.202,192.168.137.114,6.0,54.0,1762230508.522747
192.168.137.114,192.168.29.146,17.0,87.0,1762230513.438127
142.250.183.170,192.168.137.114,17.0,201.0,1762230513.458213
142.250.183.170,192.168.137.114,17.0,201.0,1762230513.458213
23.48.32.204,192.168.137.114,17.0,108.0,1762230513.458213
192.168.137.114,142.250.183.170,17.0,75.0,1762230513.459317
115.245.169.113,192.168.137.114,1.0,110.0,1762230513.468869
192.168.137.114,192.168.29.146,17.0,120.0,1762230514.451402
23.48.32.209,192.168.137.114,6.0,86.0,1762230516.461476
192.168.137.114,23.48.32.209,6.0,90.0,1762230516.464071
23.48.32.209,192.168.137.114,6.0,54.0,1762230516.611999
23.48.32.202,192.168.137.114,6.0,86.0,1762230516.715924
192.168.137.114,23.48.32.202,6.0,90.0,1762230516.717364
192.168.137.114,23.48.32.202,6.0,90.0,1762230517.208239
23.48.32.202,192.168.137.114,6.0,54.0,1762230517.228355
23.48.32.202,192.168.137.114,6.0,66.0,1762230517.410345
192.168.137.114,172.217.24.106,17.0,71.0,1762230518.347837
172.217.24.106,192.168.137.114,17.0,66.0,1762230518.485135
192.168.137.114,142.251.221.174,17.0,71.0,1762230518.878639
142.251.221.174,192.168.137.114,17.0,67.0,1762230518.933245
192.168.137.114,140.82.114.26,6.0,55.0,1762230519.221792
192.168.137.114,13.107.253.58,6.0,55.0,1762230519.562462
140.82.114.26,192.168.137.114,6.0,66.0,1762230519.583813
13.107.253.58,192.168.137.114,6.0,66.0,1762230519.595254
192.168.137.114,142.251.221.174,17.0,553.0,1762230521.860897
192.168.137.114,142.251.221.174,17.0,367.0,1762230521.866726
20.52.64.200,192.168.137.114,6.0,153.0,1762230657.831523
192.168.137.114,20.52.64.200,6.0,89.0,1762230657.833312
20.52.64.200,192.168.137.114,6.0,54.0,1762230658.069808
192.168.137.114,192.168.137.1,17.0,92.0,1762230658.728858
192.168.137.114,192.168.137.1,17.0,75.0,1762230658.851704
192.168.137.114,192.168.137.1,17.0,92.0,1762230658.892544
192.168.137.114,192.168.137.1,17.0,75.0,1762230659.015594
192.168.137.114,172.217.24.106,17.0,71.0,1762230659.842993
192.168.137.114,23.48.32.202,17.0,1286.0,1762230659.84932
192.168.137.114,23.48.32.202,17.0,772.0,1762230659.849409
192.168.137.114,192.168.137.1,17.0,92.0,1762230659.906572
192.168.137.1,192.168.137.114,17.0,475.0,1762230659.908607
192.168.137.1,192.168.137.114,17.0,475.0,1762230659.908607
172.217.24.106,192.168.137.114,17.0,66.0,1762230659.910685
192.168.137.114,20.42.73.28,6.0,66.0,1762230659.922826
23.48.32.202,192.168.137.114,17.0,72.0,1762230660.011219
192.168.137.114,192.168.137.1,17.0,75.0,1762230660.034717
23.48.32.202,192.168.137.114,17.0,69.0,1762230660.038928
192.168.137.114,23.48.32.202,17.0,74.0,1762230660.040812
192.168.137.114,192.168.29.146,17.0,87.0,1762230660.049311
192.168.137.1,192.168.137.114,17.0,444.0,1762230660.08428
192.168.137.1,192.168.137.114,17.0,226.0,1762230660.09797
192.168.137.1,192.168.137.114,17.0,226.0,1762230660.09797
192.168.137.1,192.168.137.114,17.0,226.0,1762230660.099096
192.168.137.114,142.250.182.67,17.0,1292.0,1762230660.100249
192.168.137.114,142.250.182.67,17.0,1292.0,1762230660.100724
192.168.137.114,142.250.182.67,17.0,123.0,1762230660.101104
192.168.137.114,142.250.182.67,17.0,973.0,1762230660.101525
142.250.182.67,192.168.137.114,17.0,82.0,1762230660.132338
142.250.182.67,192.168.137.114,17.0,1292.0,1762230660.132338
142.250.182.67,192.168.137.114,17.0,1292.0,1762230660.132338
142.250.182.67,192.168.137.114,17.0,350.0,1762230660.132338
142.250.182.67,192.168.137.114,17.0,984.0,1762230660.132338
142.250.182.67,192.168.137.114,17.0,67.0,1762230660.133493
142.250.182.67,192.168.137.114,17.0,66.0,1762230660.133493
192.168.137.114,142.250.182.67,17.0,120.0,1762230660.133859
192.168.137.114,142.250.182.67,17.0,73.0,1762230660.134337
142.250.182.67,192.168.137.114,17.0,64.0,1762230660.135737
20.42.73.28,192.168.137.114,6.0,66.0,1762230660.135737
192.168.137.114,20.42.73.28,6.0,54.0,1762230660.135916
192.168.137.114,20.42.73.28,6.0,571.0,1762230660.136762
192.168.137.114,142.250.182.67,17.0,73.0,1762230660.137349
142.250.182.67,192.168.137.114,17.0,162.0,1762230660.140291
192.168.137.114,142.250.182.67,17.0,74.0,1762230660.172386
142.250.182.67,192.168.137.114,17.0,577.0,1762230660.186836
142.250.182.67,192.168.137.114,17.0,64.0,1762230660.186836
142.250.182.67,192.168.137.114,17.0,162.0,1762230660.186836
192.168.137.114,142.250.182.67,17.0,77.0,1762230660.188024
192.168.137.114,142.250.182.67,17.0,75.0,1762230660.18856
20.42.73.28,192.168.137.114,6.0,54.0,1762230660.190084
142.250.182.67,192.168.137.114,17.0,65.0,1762230660.199107
192.168.137.114,23.48.32.202,17.0,71.0,1762230660.249527
20.42.73.28,192.168.137.114,6.0,153.0,1762230660.373238
192.168.137.114,20.42.73.28,6.0,491.0,1762230660.376304
23.48.32.202,192.168.137.114,17.0,67.0,1762230660.424317
23.48.32.202,192.168.137.114,6.0,86.0,1762230660.435149
192.168.137.114,23.48.32.202,6.0,90.0,1762230660.435543
23.48.32.202,192.168.137.114,17.0,1167.0,1762230660.494082
23.48.32.202,192.168.137.114,17.0,508.0,1762230660.494082
23.48.32.202,192.168.137.114,17.0,64.0,1762230660.494082
192.168.137.114,23.48.32.202,17.0,78.0,1762230660.494736
192.168.137.114,104.208.16.95,6.0,578.0,1762230660.506838
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,1372.0,1762230660.507243
192.168.137.114,104.208.16.95,6.0,455.0,1762230660.514023
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.514118
192.168.137.114,104.208.16.95,6.0,1330.0,1762230660.514118
192.168.137.114,23.48.32.202,17.0,75.0,1762230660.522748
192.168.137.114,23.48.32.202,17.0,1286.0,1762230660.524051
192.168.137.114,23.48.32.202,17.0,139.0,1762230660.524132
23.48.32.202,192.168.137.114,6.0,54.0,1762230660.573623
20.42.73.28,192.168.137.114,6.0,1514.0,1762230660.603555
192.168.137.114,20.42.73.28,6.0,66.0,1762230660.603625
20.42.73.28,192.168.137.114,6.0,1514.0,1762230660.608454
20.42.73.28,192.168.137.114,6.0,1514.0,1762230660.608454
20.42.73.28,192.168.137.114,6.0,164.0,1762230660.608454
192.168.137.114,20.42.73.28,6.0,54.0,1762230660.60853
192.168.137.114,20.42.73.28,6.0,54.0,1762230660.608567
192.168.137.114,20.42.73.28,6.0,1494.0,1762230660.610921
192.168.137.114,20.42.73.28,6.0,571.0,1762230660.610921
23.48.32.202,192.168.137.114,17.0,67.0,1762230660.656521
23.48.32.202,192.168.137.114,17.0,71.0,1762230660.709781
192.168.137.114,23.48.32.202,17.0,75.0,1762230660.750228
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,134.0,1762230660.760268
23.48.32.209,192.168.137.114,6.0,86.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760268
23.48.32.202,192.168.137.114,17.0,361.0,1762230660.760971
23.48.32.202,192.168.137.114,17.0,63.0,1762230660.760971
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.760971
192.168.137.114,23.48.32.209,6.0,90.0,1762230660.761498
192.168.137.114,23.48.32.202,17.0,78.0,1762230660.761812
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.762317
192.168.137.114,104.208.16.95,6.0,328.0,1762230660.768098
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,193.0,1762230660.768207
192.168.137.114,104.208.16.95,6.0,328.0,1762230660.769354
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,1494.0,1762230660.769464
192.168.137.114,104.208.16.95,6.0,72.0,1762230660.769464
104.208.16.95,192.168.137.114,6.0,54.0,1762230660.80615
20.42.73.28,192.168.137.114,6.0,54.0,1762230660.825469
20.42.73.28,192.168.137.114,6.0,157.0,1762230660.825469
20.42.73.28,192.168.137.114,6.0,519.0,1762230660.829772
192.168.137.114,20.42.73.28,6.0,54.0,1762230660.829848
192.168.137.114,20.42.73.28,6.0,78.0,1762230660.830734
192.168.137.114,20.42.73.28,6.0,54.0,1762230660.830866
23.48.32.209,192.168.137.114,6.0,54.0,1762230660.939084
23.48.32.202,192.168.137.114,17.0,67.0,1762230660.981569
20.42.73.28,192.168.137.114,6.0,54.0,1762230661.043843
104.208.16.95,192.168.137.114,6.0,129.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.052342
104.208.16.95,192.168.137.114,6.0,54.0,1762230661.054599
192.168.137.114,104.208.16.95,6.0,54.0,1762230661.106971
192.168.137.114,208.84.5.2,6.0,66.0,1762230662.460846
104.208.16.95,192.168.137.114,6.0,214.0,1762230662.481551
104.208.16.95,192.168.137.114,6.0,214.0,1762230662.481551
104.208.16.95,192.168.137.114,6.0,214.0,1762230662.481551
192.168.137.114,104.208.16.95,6.0,66.0,1762230662.481602
192.168.137.114,104.208.16.95,6.0,66.0,1762230662.481619
192.168.137.114,23.48.32.209,17.0,1292.0,1762230662.633837
192.168.137.114,23.48.32.209,17.0,1292.0,1762230662.636453
100.27.56.205,192.168.137.114,6.0,100.0,1762230662.690674
100.27.56.205,192.168.137.114,6.0,85.0,1762230662.690674
100.27.56.205,192.168.137.114,6.0,54.0,1762230662.690674
192.168.137.114,100.27.56.205,6.0,54.0,1762230662.690818
100.27.56.205,192.168.137.114,6.0,100.0,1762230662.81016
100.27.56.205,192.168.137.114,6.0,85.0,1762230662.81016
100.27.56.205,192.168.137.114,6.0,54.0,1762230662.81016
192.168.137.114,100.27.56.205,6.0,54.0,1762230662.810315
192.168.137.114,100.27.56.205,6.0,54.0,1762230662.817681
23.48.32.209,192.168.137.114,17.0,82.0,1762230662.819892
23.48.32.209,192.168.137.114,17.0,1292.0,1762230662.849313
23.48.32.209,192.168.137.114,17.0,1292.0,1762230662.86362
23.48.32.209,192.168.137.114,17.0,303.0,1762230662.86362
192.168.137.114,23.48.32.209,17.0,1292.0,1762230662.866129
192.168.137.114,23.48.32.209,17.0,210.0,1762230662.86712
23.48.32.209,192.168.137.114,17.0,345.0,1762230663.031734
23.48.32.209,192.168.137.114,17.0,105.0,1762230663.031734
23.48.32.209,192.168.137.114,17.0,63.0,1762230663.031734
23.48.32.209,192.168.137.114,17.0,112.0,1762230663.031734
192.168.137.114,23.48.32.209,17.0,73.0,1762230663.03233
192.168.137.114,23.48.32.209,17.0,73.0,1762230663.032446
100.27.56.205,192.168.137.114,6.0,54.0,1762230663.080258
23.48.32.209,192.168.137.114,17.0,65.0,1762230663.187074
172.217.24.106,192.168.137.114,17.0,120.0,1762230665.14571
172.217.24.106,192.168.137.114,17.0,120.0,1762230665.14571
192.168.137.114,172.217.24.106,17.0,76.0,1762230665.1509
192.168.137.114,142.251.221.174,17.0,71.0,1762230666.364304
142.251.221.174,192.168.137.114,17.0,68.0,1762230666.433151
23.48.32.202,192.168.137.114,6.0,86.0,1762230669.251294
23.48.32.209,192.168.137.114,6.0,86.0,1762230669.251294
23.48.32.202,192.168.137.114,6.0,86.0,1762230669.251294
23.48.32.209,192.168.137.114,6.0,86.0,1762230669.251294
192.168.137.114,23.48.32.202,6.0,66.0,1762230669.25142
192.168.137.114,23.48.32.209,6.0,66.0,1762230669.251464
192.168.137.114,23.48.32.209,6.0,90.0,1762230669.260475
192.168.137.114,23.48.32.202,6.0,90.0,1762230669.260825
192.168.137.1,224.0.0.251,17.0,94.0,1762230669.415051
,,,,
23.48.32.209,192.168.137.114,6.0,54.0,1762230669.427927
23.48.32.202,192.168.137.114,6.0,54.0,1762230669.440592
192.168.137.114,192.168.29.146,17.0,87.0,1762230670.142546
192.168.137.114,192.168.137.1,17.0,92.0,1762230672.047976
192.168.137.114,142.250.183.170,17.0,71.0,1762230672.175217
142.250.183.170,192.168.137.114,17.0,66.0,1762230672.213734
192.168.137.114,192.168.137.1,17.0,92.0,1762230672.221155
192.168.137.114,142.250.4.188,6.0,55.0,1762230673.171014
192.168.137.1,192.168.137.114,17.0,437.0,1762230673.220682
192.168.137.1,192.168.137.114,17.0,437.0,1762230673.220682
142.250.4.188,192.168.137.114,6.0,66.0,1762230673.240202
192.168.137.114,20.42.73.28,6.0,66.0,1762230673.240971
20.42.73.28,192.168.137.114,6.0,66.0,1762230673.460857
192.168.137.114,20.42.73.28,6.0,54.0,1762230673.461038
192.168.137.114,20.42.73.28,6.0,571.0,1762230673.461748
20.42.73.28,192.168.137.114,6.0,54.0,1762230673.624131
20.42.73.28,192.168.137.114,6.0,153.0,1762230673.704891
192.168.137.114,20.42.73.28,6.0,396.0,1762230673.707016
20.42.73.28,192.168.137.114,6.0,4434.0,1762230673.957722
20.42.73.28,192.168.137.114,6.0,164.0,1762230673.957722
192.168.137.114,20.42.73.28,6.0,54.0,1762230673.957885
192.168.137.114,20.42.73.28,6.0,1494.0,1762230673.960912
192.168.137.114,20.42.73.28,6.0,570.0,1762230673.960912
20.42.73.28,192.168.137.114,6.0,54.0,1762230674.185214
192.168.137.114,192.168.29.146,17.0,120.0,1762230674.265832
20.42.73.28,192.168.137.114,6.0,157.0,1762230674.285182
115.245.169.113,192.168.137.114,1.0,110.0,1762230674.292157
192.168.137.114,20.42.73.28,6.0,54.0,1762230674.326874
20.42.73.28,192.168.137.114,6.0,519.0,1762230674.52445
192.168.137.114,20.42.73.28,6.0,54.0,1762230674.524717
192.168.137.114,20.42.73.28,6.0,78.0,1762230674.526405
192.168.137.114,20.42.73.28,6.0,54.0,1762230674.526638
20.42.73.28,192.168.137.114,6.0,54.0,1762230674.75861
192.168.137.114,142.250.182.67,17.0,1292.0,1762230676.884042
192.168.137.114,142.250.182.67,17.0,1292.0,1762230676.884139
192.168.137.114,142.250.182.67,17.0,124.0,1762230676.884376
192.168.137.114,142.250.182.67,17.0,1026.0,1762230676.884903
23.48.32.202,192.168.137.114,6.0,86.0,1762230676.901492
192.168.137.114,23.48.32.202,6.0,90.0,1762230676.901841
142.250.182.67,192.168.137.114,17.0,82.0,1762230676.930234
142.250.182.67,192.168.137.114,17.0,1292.0,1762230676.930234
142.250.182.67,192.168.137.114,17.0,1292.0,1762230676.932932
142.250.182.67,192.168.137.114,17.0,350.0,1762230676.932932
142.250.182.67,192.168.137.114,17.0,984.0,1762230676.932932
142.250.182.67,192.168.137.114,17.0,67.0,1762230676.932932
142.250.182.67,192.168.137.114,17.0,66.0,1762230676.932932
142.250.182.67,192.168.137.114,17.0,64.0,1762230676.932932
192.168.137.114,142.250.182.67,17.0,120.0,1762230676.935529
192.168.137.114,142.250.182.67,17.0,73.0,1762230676.936071
192.168.137.114,142.250.182.67,17.0,73.0,1762230676.936428
142.250.182.67,192.168.137.114,17.0,162.0,1762230676.947313
192.168.137.114,142.250.182.67,17.0,74.0,1762230676.978243
142.250.182.67,192.168.137.114,17.0,574.0,1762230676.984805
142.250.182.67,192.168.137.114,17.0,64.0,1762230676.984962
192.168.137.114,142.250.182.67,17.0,77.0,1762230676.985432
142.250.182.67,192.168.137.114,17.0,65.0,1762230676.995003
23.48.32.209,192.168.137.114,6.0,86.0,1762230677.004058
192.168.137.114,23.48.32.209,6.0,90.0,1762230677.005032
142.250.183.170,192.168.137.114,17.0,201.0,1762230677.011439
192.168.137.114,142.250.183.170,17.0,75.0,1762230677.039308
23.48.32.202,192.168.137.114,6.0,54.0,1762230677.039484
23.48.32.209,192.168.137.114,6.0,54.0,1762230677.133422
192.168.137.114,34.120.195.249,6.0,55.0,1762230678.426061
34.120.195.249,192.168.137.114,6.0,66.0,1762230678.452877
192.168.137.114,172.217.24.106,17.0,71.0,1762230680.155729
172.217.24.106,192.168.137.114,17.0,67.0,1762230680.233108
192.168.137.114,192.168.29.146,17.0,87.0,1762230680.280614
142.251.221.174,192.168.137.114,17.0,79.0,1762230681.231029
192.168.137.114,142.251.221.174,17.0,75.0,1762230681.246898
192.168.137.114,18.97.36.75,6.0,55.0,1762230681.277462
192.168.137.1,224.0.0.251,17.0,94.0,1762230681.405951
,,,,
18.97.36.75,192.168.137.114,6.0,66.0,1762230681.502448
192.168.137.114,18.97.36.75,6.0,295.0,1762230681.841048
192.168.137.114,18.97.36.75,6.0,295.0,1762230682.572652
18.97.36.75,192.168.137.114,6.0,54.0,1762230682.613118
18.97.36.75,192.168.137.114,6.0,172.0,1762230682.613118
192.168.137.114,18.97.36.75,6.0,54.0,1762230682.665971
18.97.36.75,192.168.137.114,6.0,66.0,1762230682.833771
23.48.32.209,192.168.137.114,17.0,73.0,1762230683.273839
23.48.32.209,192.168.137.114,17.0,73.0,1762230683.298844
192.168.137.114,23.48.32.209,17.0,75.0,1762230683.30134
192.168.137.114,192.168.137.1,17.0,116.0,1762230683.860473
172.217.24.106,192.168.137.114,17.0,120.0,1762230683.873491
23.48.32.209,192.168.137.114,17.0,66.0,1762230683.873491
192.168.137.114,23.48.32.209,17.0,75.0,1762230683.874223
192.168.137.1,192.168.137.114,17.0,308.0,1762230683.875298
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.878316
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.878848
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.878961
192.168.137.114,142.251.220.106,17.0,120.0,1762230683.879515
142.251.220.106,192.168.137.114,17.0,82.0,1762230683.888431
142.251.220.106,192.168.137.114,17.0,82.0,1762230683.888431
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.90056
192.168.137.114,172.217.24.106,17.0,75.0,1762230683.900647
142.251.220.106,192.168.137.114,17.0,1292.0,1762230683.903397
142.251.220.106,192.168.137.114,17.0,1292.0,1762230683.903397
142.251.220.106,192.168.137.114,17.0,1292.0,1762230683.910954
142.251.220.106,192.168.137.114,17.0,345.0,1762230683.910954
142.251.220.106,192.168.137.114,17.0,989.0,1762230683.910954
142.251.220.106,192.168.137.114,17.0,147.0,1762230683.910954
192.168.137.114,142.251.220.106,17.0,120.0,1762230683.912244
192.168.137.114,142.251.220.106,17.0,73.0,1762230683.912767
192.168.137.114,142.251.220.106,17.0,1288.0,1762230683.91343
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.913525
192.168.137.114,142.251.220.106,17.0,334.0,1762230683.91362
192.168.137.114,142.251.220.106,17.0,138.0,1762230683.913668
142.251.220.106,192.168.137.114,17.0,1292.0,1762230683.914135
142.251.220.106,192.168.137.114,17.0,66.0,1762230683.914135
192.168.137.114,142.251.220.106,17.0,1292.0,1762230683.948176
142.251.220.106,192.168.137.114,17.0,162.0,1762230683.957948
142.251.220.106,192.168.137.114,17.0,67.0,1762230683.958432
142.251.220.106,192.168.137.114,17.0,67.0,1762230683.958432
142.251.220.106,192.168.137.114,17.0,67.0,1762230683.958432
192.168.137.114,142.251.220.106,17.0,75.0,1762230683.958739
142.251.220.106,192.168.137.114,17.0,73.0,1762230683.980991
192.168.137.114,142.251.220.106,17.0,74.0,1762230684.011485
3.33.221.48,192.168.137.114,6.0,93.0,1762230684.049894
192.168.137.114,3.33.221.48,6.0,83.0,1762230684.051237
3.33.221.48,192.168.137.114,6.0,54.0,1762230684.093117
142.251.220.106,192.168.137.114,17.0,1243.0,1762230684.172013
142.251.220.106,192.168.137.114,17.0,63.0,1762230684.172013
192.168.137.114,142.251.220.106,17.0,77.0,1762230684.17453
23.48.32.202,192.168.137.114,6.0,86.0,1762230684.179314
192.168.137.114,23.48.32.202,6.0,90.0,1762230684.18011
142.251.220.106,192.168.137.114,17.0,66.0,1762230684.209466
23.48.32.202,192.168.137.114,6.0,54.0,1762230684.317284
192.168.137.114,192.168.29.146,17.0,120.0,1762230684.321053
115.245.169.113,192.168.137.114,1.0,110.0,1762230684.332872
23.48.32.209,192.168.137.114,6.0,86.0,1762230684.506646
192.168.137.114,23.48.32.209,6.0,90.0,1762230684.511329
23.48.32.209,192.168.137.114,6.0,54.0,1762230684.638134
192.168.137.114,142.251.221.174,17.0,448.0,1762230686.857339
35.209.92.19,192.168.137.114,6.0,127.0,1762230686.874523
35.209.92.19,192.168.137.114,6.0,127.0,1762230686.874523
142.251.221.174,192.168.137.114,17.0,73.0,1762230686.884307
192.168.137.114,142.251.221.174,17.0,75.0,1762230686.899635
